id,x,y,category,size,name,technology_code,text
B31B,0.555712543312424,0.129030144183171,Consumer Products and Fabrication,13.4818733788361,Packaging Solutions.,B31B,Technology: B31B <br>Description: Packaging Solutions. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B31F,0.224422365012865,0.0780952207777674,Consumer Products and Fabrication,11.5867482167007,Paper Deformation Technology.,B31F,Technology: B31F <br>Description: Paper Deformation Technology. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B44D,-0.310475349982654,-0.654248289989261,Consumer Products and Fabrication,10.595084639462,Surface Art Effects.,B44D,Technology: B44D <br>Description: Surface Art Effects. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60B,0.545034935203605,-0.599325017109332,Machinery and Transportation,16.1365267861548,Wheel Adhesion Enhancer,B60B,Technology: B60B <br>Description: Wheel Adhesion Enhancer <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60C,-0.0226381739570716,0.667006079854208,Machinery and Transportation,20.7898600187897,Vehicle Tire Inflation & Changing Valves.,B60C,Technology: B60C <br>Description: Vehicle Tire Inflation & Changing Valves. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60D,-0.370413581068437,0.225962608735018,Machinery and Transportation,12.558558636544,Vehicle Connections,B60D,Technology: B60D <br>Description: Vehicle Connections <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60F,-0.212216568179788,0.218664726061058,Machinery and Transportation,9.74816398459215,Amphibious Rail-Road Vehicles.,B60F,Technology: B60F <br>Description: Amphibious Rail-Road Vehicles. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60G,-0.360854545435203,-0.368032029894776,Machinery and Transportation,17.1870006716193,Vehicle Suspension Arrangements,B60G,Technology: B60G <br>Description: Vehicle Suspension Arrangements <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60J,0.67967746072706,0.09921612511705,Machinery and Transportation,19.5812481481485,Vehicle Protective Covers.,B60J,Technology: B60J <br>Description: Vehicle Protective Covers. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60M,-0.304777277009485,0.235507391169181,Machinery and Transportation,10.7416980246846,Rail-Powered Vehicles.,B60M,Technology: B60M <br>Description: Rail-Powered Vehicles. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60N,0.575338316861709,-0.649739597380602,Machinery and Transportation,21.2235275534087,Vehicle Seating Solutions.,B60N,Technology: B60N <br>Description: Vehicle Seating Solutions. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60P,0.0452097973739237,0.403781984593284,Machinery and Transportation,16.194662284742,Load Transportation Vehicles.,B60P,Technology: B60P <br>Description: Load Transportation Vehicles. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60Q,-0.148457835683279,-0.186558848403451,Machinery and Transportation,18.1907811698335,Vehicle Signaling Devices.,B60Q,Technology: B60Q <br>Description: Vehicle Signaling Devices. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60R,-0.462260751964106,0.24233203271245,Machinery and Transportation,31.862850991871,Vehicle Accessories.,B60R,Technology: B60R <br>Description: Vehicle Accessories. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60S,-0.480974682876729,0.260249234970068,Machinery and Transportation,16.9904020009425,Vehicle Servicing/Maintenance.,B60S,Technology: B60S <br>Description: Vehicle Servicing/Maintenance. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60T,-0.4587443981192,0.49292218062959,Machinery and Transportation,21.3796795289031,Vehicle Brake Control Systems,B60T,Technology: B60T <br>Description: Vehicle Brake Control Systems <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60W,-0.538672647595151,-0.469876138569275,Machinery and Transportation,20.7722004372125,Hybrid Vehicle Drive Control Systems.,B60W,Technology: B60W <br>Description: Hybrid Vehicle Drive Control Systems. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B61B,-0.0440231554493372,0.350852863673278,Machinery and Transportation,11.7398127935534,Railway Equipment.,B61B,Technology: B61B <br>Description: Railway Equipment. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B62B,-0.197909699918896,0.37837280369382,Machinery and Transportation,15.9874557108333,Hand-Propelled Vehicle Sledges,B62B,Technology: B62B <br>Description: Hand-Propelled Vehicle Sledges <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B62C,-0.014808067250467,0.343417179665718,Machinery and Transportation,8.45998326409183,Vehicles Drawn By Animals,B62C,Technology: B62C <br>Description: Vehicles Drawn By Animals <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B62D,-0.0394263028651749,0.419095667877613,Machinery and Transportation,26.893891301491,Motor Vehicles Trailers,B62D,Technology: B62D <br>Description: Motor Vehicles Trailers <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B62K,-0.0706104881503051,0.411263541235796,Machinery and Transportation,16.9045395765998,Cycle Components.,B62K,Technology: B62K <br>Description: Cycle Components. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B62M,-0.0855473378661293,0.452416790148016,Machinery and Transportation,15.7431603795488,Wheel Propulsion Systems,B62M,Technology: B62M <br>Description: Wheel Propulsion Systems <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B63B,-0.283737316293557,0.214354305085359,Machinery and Transportation,18.5005353849077,Marine Vessel Equipment.,B63B,Technology: B63B <br>Description: Marine Vessel Equipment. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B63G,-0.299619740329885,0.198095045833486,Machinery and Transportation,10.6585119793402,Mine Warfare Arrangements.,B63G,Technology: B63G <br>Description: Mine Warfare Arrangements. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B63H,-0.315359806449076,0.256881729193971,Machinery and Transportation,15.2904588913158,Marine Propulsion Or Steering,B63H,Technology: B63H <br>Description: Marine Propulsion Or Steering <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B64B,-0.343032274220393,0.0451892842339458,Machinery and Transportation,9.83042422801069,Lighter-Than-Air Aircraft,B64B,Technology: B64B <br>Description: Lighter-Than-Air Aircraft <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B64C,-0.283501872313274,0.254005403329903,Machinery and Transportation,19.1824966491252,Aeroplanes Helicopters,B64C,Technology: B64C <br>Description: Aeroplanes Helicopters <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B64D,-0.0411702928516412,0.382400335660936,Machinery and Transportation,18.1656519811359,Aircraft Propulsion Systems.,B64D,Technology: B64D <br>Description: Aircraft Propulsion Systems. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B64F,-0.206059674651615,0.313022480427906,Machinery and Transportation,12.6467400996194,Ground/Carrier Deck Installations,B64F,Technology: B64F <br>Description: Ground/Carrier Deck Installations <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B64G,-0.291877224110812,-0.0870963741756844,Machinery and Transportation,12.3391293169323,Space Vehicles/Equipment.,B64G,Technology: B64G <br>Description: Space Vehicles/Equipment. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B65B,-0.217226425149851,-0.646108998727829,Machinery and Transportation,22.1311727844631,Packaging/Unpacking Technology,B65B,Technology: B65B <br>Description: Packaging/Unpacking Technology <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B65G,-0.182350781716326,0.403014891685936,Machinery and Transportation,25.2409441534324,Pneumatic Tube Conveyors,B65G,Technology: B65G <br>Description: Pneumatic Tube Conveyors <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.2 <br>Quality Patents: FALSE
B65H,-0.129354939543587,-0.687015802307725,Machinery and Transportation,25.3737559567641,Filamentary Material Handling,B65H,Technology: B65H <br>Description: Filamentary Material Handling <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B66C,-0.255365509234443,-0.268911328093241,Machinery and Transportation,15.7227561960659,Load Engaging Elements for Cranes.,B66C,Technology: B66C <br>Description: Load Engaging Elements for Cranes. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B66D,-0.209574065672409,0.598708886905163,Machinery and Transportation,12.1541153372772,Rigging Systems.,B66D,Technology: B66D <br>Description: Rigging Systems. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B66F,-0.22886337977252,0.363126667750627,Machinery and Transportation,15.3869309912157,Load Manipulation Devices.,B66F,Technology: B66F <br>Description: Load Manipulation Devices. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B67D,0.194222666289704,-0.0358469269830461,Machinery and Transportation,16.0740781109046,Liquid Transfer Technology,B67D,Technology: B67D <br>Description: Liquid Transfer Technology <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C05B,0.346373531895315,-0.160364699177792,Physical Sciences and Engineering,9.36707162049438,Phosphatic Fertilisers,C05B,Technology: C05B <br>Description: Phosphatic Fertilisers <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 3.64757326007326 <br>Quality Patents: TRUE
C05C,0.376593695634321,-0.253289822692189,Physical Sciences and Engineering,9.81075832443777,Nitrogenous Fertilisers,C05C,Technology: C05C <br>Description: Nitrogenous Fertilisers <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C05D,0.41385960214418,-0.233181169413036,Physical Sciences and Engineering,10.0521260143542,Inorganic CO2 Fertilizers,C05D,Technology: C05D <br>Description: Inorganic CO2 Fertilizers <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.7 <br>Quality Patents: TRUE
C05F,0.477396952796395,-0.0808914695447032,Physical Sciences and Engineering,12.3969315888768,Organic Waste Fertilizers,C05F,Technology: C05F <br>Description: Organic Waste Fertilizers <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.285714285714286 <br>Quality Patents: TRUE
C05G,0.446753245051726,-0.19947627919705,Physical Sciences and Engineering,11.0816347710622,Mixed Fertiliser Formulations,C05G,Technology: C05G <br>Description: Mixed Fertiliser Formulations <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.5 <br>Quality Patents: FALSE
C07K,0.229559970495823,-0.0108184982211509,Physical Sciences and Engineering,28.5543962770548,Peptides,C07K,Technology: C07K <br>Description: Peptides <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C08H,0.284761781836199,0.0119992628997961,Physical Sciences and Engineering,9.89795308456689,Natural Polymer Derivatives,C08H,Technology: C08H <br>Description: Natural Polymer Derivatives <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C10F,-0.170095814786229,-0.229394839699084,Physical Sciences and Engineering,8.28960410630053,Drying Or Working-Up Of Peat,C10F,Technology: C10F <br>Description: Drying Or Working-Up Of Peat <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C10M,-0.0453643853598927,-0.125132362342991,Physical Sciences and Engineering,15.4308405281005,Lubricant Compositions.,C10M,Technology: C10M <br>Description: Lubricant Compositions. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C11B,0.266694953735881,-0.372175201633171,Physical Sciences and Engineering,12.6336105681017,Refining/Preserving Fats/Oils/Waxes/E.Oils/Perfumes,C11B,Technology: C11B <br>Description: Refining/Preserving Fats/Oils/Waxes/E.Oils/Perfumes <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C12N,0.351481185794427,0.031246922593217,Physical Sciences and Engineering,33.6290960746133,Microbial Culture Media.,C12N,Technology: C12N <br>Description: Microbial Culture Media. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.388888888888889 <br>Quality Patents: FALSE
C12P,0.130409184276262,-0.0311520220543306,Physical Sciences and Engineering,21.8612347733902,Enzymatic Synthesis & Isomer Separation,C12P,Technology: C12P <br>Description: Enzymatic Synthesis & Isomer Separation <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C12R,-0.0318292549561759,0.0318135918901788,Physical Sciences and Engineering,14.4267984671945,Microorganism Indexing Scheme,C12R,Technology: C12R <br>Description: Microorganism Indexing Scheme <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.333333333333333 <br>Quality Patents: FALSE
C12S,-0.126349311559259,0.0849298412756081,Physical Sciences and Engineering,9.44532449467669,Enzyme/Microbial Separation/Purification.,C12S,Technology: C12S <br>Description: Enzyme/Microbial Separation/Purification. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C21D,0.0770025736111934,0.68262667192245,Physical Sciences and Engineering,16.3459125707551,Heat-Treating Metals.,C21D,Technology: C21D <br>Description: Heat-Treating Metals. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C23D,-0.329676020919154,-0.82479429330184,Physical Sciences and Engineering,8.85907657041858,Vitreous Metal Enameling.,C23D,Technology: C23D <br>Description: Vitreous Metal Enameling. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
D03D,-0.191494872732852,0.291406314044147,Consumer Products and Fabrication,14.9673165594337,Woven Fabrics Methods Of Weaving Looms,D03D,Technology: D03D <br>Description: Woven Fabrics Methods Of Weaving Looms <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
D04B,-0.26855922581086,0.438219184681361,Consumer Products and Fabrication,14.6247014532762,Knitting,D04B,Technology: D04B <br>Description: Knitting <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
D06F,0.0697172774065394,0.32180645959594,Consumer Products and Fabrication,21.0321888641105,Textile Finishing.,D06F,Technology: D06F <br>Description: Textile Finishing. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
D21H,-0.403309736204617,-0.402067160326361,Physical Sciences and Engineering,15.7952997481913,Paper Pulp Preparation.,D21H,Technology: D21H <br>Description: Paper Pulp Preparation. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E01B,-0.235284773628509,0.389332211850621,Physical Sciences and Engineering,14.080509258992,Railway Construction Tools.,E01B,Technology: E01B <br>Description: Railway Construction Tools. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E01C,0.155168329588651,0.348836098739874,Physical Sciences and Engineering,15.4829301709591,Road Construction Tools.,E01C,Technology: E01C <br>Description: Road Construction Tools. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E01F,0.149893348657959,0.372059151388159,Physical Sciences and Engineering,14.5184689254102,Road Infrastructure Equipment.,E01F,Technology: E01F <br>Description: Road Infrastructure Equipment. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E01H,-0.306075655058026,0.712918519888112,Physical Sciences and Engineering,12.5127572814126,"""Permanent Way Cleaning""",E01H,"Technology: E01H <br>Description: ""Permanent Way Cleaning"" <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE"
E02B,-0.203857001104181,-0.291012691760789,Physical Sciences and Engineering,14.5423927285461,Hydraulic Engineering,E02B,Technology: E02B <br>Description: Hydraulic Engineering <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E02D,-0.0204876585847482,0.0960868627098825,Physical Sciences and Engineering,16.8604146666733,Foundation Excavation Structures.,E02D,Technology: E02D <br>Description: Foundation Excavation Structures. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E02F,-0.0690154333799154,0.364542703949418,Physical Sciences and Engineering,17.2526033546272,Dredging Soil-Shifting,E02F,Technology: E02F <br>Description: Dredging Soil-Shifting <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E03B,-0.166568506549466,0.0735345280846877,Physical Sciences and Engineering,12.2189899856738,Water Collection Systems.,E03B,Technology: E03B <br>Description: Water Collection Systems. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E03D,-0.302790922945715,0.0131763232616929,Physical Sciences and Engineering,14.7734190292409,Flushing Valves for Urinals.,E03D,Technology: E03D <br>Description: Flushing Valves for Urinals. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E03F,-0.450538693295927,0.0239935537052329,Physical Sciences and Engineering,13.0391870869781,Sewers Cesspools,E03F,Technology: E03F <br>Description: Sewers Cesspools <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E04B,0.101805062535816,0.170358881705021,Physical Sciences and Engineering,21.317997102861,Building Protection Technology,E04B,Technology: E04B <br>Description: Building Protection Technology <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E04D,-0.292034971623945,0.474942553377371,Physical Sciences and Engineering,15.1284087615635,Roofing Solutions.,E04D,Technology: E04D <br>Description: Roofing Solutions. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E04F,0.184422792304432,0.251782648926292,Physical Sciences and Engineering,18.2689298624454,Building Finishing Works,E04F,Technology: E04F <br>Description: Building Finishing Works <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E04G,-0.0453058711235646,0.112697991826145,Physical Sciences and Engineering,16.2619962230873,Building Site Aids.,E04G,Technology: E04G <br>Description: Building Site Aids. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E04H,0.105679804002294,0.386192224710052,Physical Sciences and Engineering,18.698430060804,Swimming Pool Structures,E04H,Technology: E04H <br>Description: Swimming Pool Structures <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E05B,-0.05615782741009,0.329701414817257,Physical Sciences and Engineering,21.6974273977834,Locks Accessories Therefor Handcuffs,E05B,Technology: E05B <br>Description: Locks Accessories Therefor Handcuffs <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E05D,-0.123809424467029,0.109665159250359,Physical Sciences and Engineering,16.814878234582,Door/Window Hinges.,E05D,Technology: E05D <br>Description: Door/Window Hinges. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E05F,0.550969257451809,0.0628370931809512,Physical Sciences and Engineering,16.9478650154344,Wing Fitting Devices,E05F,Technology: E05F <br>Description: Wing Fitting Devices <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E06B,-0.189198917863681,-0.906623765156213,Physical Sciences and Engineering,21.8596798506138,"""Building Closures""",E06B,"Technology: E06B <br>Description: ""Building Closures"" <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE"
E06C,-0.263135680915399,0.0933884039422847,Physical Sciences and Engineering,11.5812232578604,Ladders,E06C,Technology: E06C <br>Description: Ladders <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E21B,0.00552167323637209,0.364289548509279,Physical Sciences and Engineering,29.3253491712898,Oil & Gas Well Drilling.,E21B,Technology: E21B <br>Description: Oil & Gas Well Drilling. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E21C,-0.284051008693951,-0.253560286636588,Physical Sciences and Engineering,12.4812334020229,Mining Or Quarrying,E21C,Technology: E21C <br>Description: Mining Or Quarrying <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
E21F,-0.237060681654019,0.339002749403649,Physical Sciences and Engineering,10.961210069191,Mine Safety Technology,E21F,Technology: E21F <br>Description: Mine Safety Technology <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F01M,-0.302929148549259,-0.174676475403718,Machinery and Transportation,14.2844718038154,"""Crankcase Ventilating Lubrication""",F01M,"Technology: F01M <br>Description: ""Crankcase Ventilating Lubrication"" <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE"
F01P,-0.0886457997980319,0.541655067849977,Machinery and Transportation,14.5844590172102,Engine Cooling Technology,F01P,Technology: F01P <br>Description: Engine Cooling Technology <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F02F,-0.357337984442308,-0.0740294717498395,Machinery and Transportation,14.7865073689574,Combustion Engine Sealing Arrangements.,F02F,Technology: F02F <br>Description: Combustion Engine Sealing Arrangements. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F03B,-0.0158174488240032,0.0773694092594258,Machinery and Transportation,14.9897954057996,Machines Or Engines For Liquids,F03B,Technology: F03B <br>Description: Machines Or Engines For Liquids <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F03D,0.442088061490892,0.826735151260028,Machinery and Transportation,18.5218549213013,Wind Motors,F03D,Technology: F03D <br>Description: Wind Motors <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F03G,0.364107022054215,0.872919853362594,Machinery and Transportation,13.2881616963622,Mechanical Power Devices,F03G,Technology: F03G <br>Description: Mechanical Power Devices <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F04B,-0.0591606871336553,0.0664212672251447,Machinery and Transportation,21.619751028414,Liquid Positive-Displacement Pumps,F04B,Technology: F04B <br>Description: Liquid Positive-Displacement Pumps <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F04C,0.351450854867659,0.628104773173884,Machinery and Transportation,17.5519443427185,Rotary-Piston Pumps,F04C,Technology: F04C <br>Description: Rotary-Piston Pumps <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F15C,-0.325169018120516,-0.290067204268493,Machinery and Transportation,9.67323410230755,Fluidic Computing.,F15C,Technology: F15C <br>Description: Fluidic Computing. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F16B,0.00190568009076358,0.41605764865512,Machinery and Transportation,22.865393086809,Secure Fastening Technology,F16B,Technology: F16B <br>Description: Secure Fastening Technology <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F16C,-0.18595538361744,0.631012548861207,Machinery and Transportation,23.0939607697696,Flexible Shafts Engineering.,F16C,Technology: F16C <br>Description: Flexible Shafts Engineering. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F16F,-0.402015573991487,0.355293409529063,Machinery and Transportation,20.8100135794438,Vibration Damping Springs.,F16F,Technology: F16F <br>Description: Vibration Damping Springs. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F16G,0.0152041725367574,0.478246621404808,Machinery and Transportation,13.9050972033005,Drive Chain Fittings.,F16G,Technology: F16G <br>Description: Drive Chain Fittings. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F16H,-0.0593286200685562,0.65660627174495,Machinery and Transportation,28.6215460091052,Gearing,F16H,Technology: F16H <br>Description: Gearing <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F16J,-0.495525242581605,-0.0645549448268019,Machinery and Transportation,18.7472325987462,Piston-Cylinder Sealing.,F16J,Technology: F16J <br>Description: Piston-Cylinder Sealing. <br>Group: Machinery and Transportation <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
